year,month,day,order,product
2008,6,18,1,B9
2008,6,18,2,B11
2008,6,18,3,B29
2008,6,18,4,B22
2008,6,18,5,B34
2008,6,18,6,B30
2008,6,18,7,B31
2008,6,18,8,P19
2008,6,18,9,P49
2008,6,18,10,P55
2008,6,18,11,P60
2008,6,18,1,C1
2008,6,18,2,C34
2008,6,18,1,B21
2008,6,18,2,B13
2008,6,18,1,B13
2008,6,18,1,P3
2008,6,18,2,P14
2008,6,18,3,P18
2008,6,18,4,P18
2008,6,18,5,P37
2008,6,18,6,P39
2008,6,18,7,P48
2008,6,18,1,C13
2008,6,18,2,C15
2008,6,18,1,A26
2008,6,18,2,A20
2008,6,18,3,B5
2008,6,18,4,B19
2008,6,18,5,B26
2008,6,18,6,B32
2008,6,18,7,B27
2008,6,18,8,B19
2008,6,18,1,A1
2008,6,18,2,A10
2008,6,18,3,B10
2008,6,18,4,B3
2008,6,18,1,B24
2008,6,18,2,P48
2008,6,18,1,A5
2008,6,18,2,C4
2008,6,18,3,C9
2008,6,18,4,A9
2008,6,18,1,A2
2008,6,18,2,A13
2008,6,18,3,A12
2008,6,18,4,A5
2008,6,18,5,P1
2008,6,18,6,P4
2008,6,18,1,A4
2008,6,18,2,A9
2008,6,18,1,B13
2008,6,18,2,B26
2008,6,18,3,B32
2008,6,18,4,A15
2008,6,18,5,A35
2008,6,18,6,P37
2008,6,18,7,P61
2008,6,18,1,A16
2008,6,18,2,A4
2008,6,18,3,A12
2008,6,18,4,C9
2008,6,18,5,C11
2008,6,18,6,C10
2008,6,18,7,C13
2008,6,18,8,C33
2008,6,18,9,A12
2008,6,18,10,A34
2008,6,18,11,A23
2008,6,18,12,B31
2008,6,18,13,C15
2008,6,18,14,C7
2008,6,18,15,A2
2008,6,18,16,A9
2008,6,18,17,A15
2008,6,18,18,A5
2008,6,18,19,A7
2008,6,18,20,C53
2008,6,18,21,C41
2008,6,18,22,C17
2008,6,18,23,C31
2008,6,18,24,C21
2008,6,18,25,C26
2008,6,18,26,P15
2008,6,18,27,P20
2008,6,18,28,P21
2008,6,18,29,P38
2008,6,18,30,P48
2008,6,18,31,P43
2008,6,18,32,P65
2008,6,18,33,P67
2008,6,18,34,P77
2008,6,18,35,P74
2008,6,18,36,P74
2008,6,18,37,A13
2008,6,18,38,A31
2008,6,18,39,C12
2008,6,18,40,C17
2008,6,18,41,C5
2008,6,18,1,P4
2008,6,18,2,P3
2008,6,18,1,C51
2008,6,18,2,C51
2008,6,18,3,C50
2008,6,18,4,C51
2008,6,18,5,C54
2008,6,18,6,C37
2008,6,18,1,A5
2008,6,18,1,B1
2008,6,18,2,B4
2008,6,18,3,B13
2008,6,18,4,B17
2008,6,18,1,B3
2008,6,18,1,A8
2008,6,18,2,A3
2008,6,18,1,A1
2008,6,18,2,A11
2008,6,18,3,A4
2008,6,18,4,A14
2008,6,18,5,A13
2008,6,18,6,A16
2008,6,18,7,A7
2008,6,18,8,A23
2008,6,18,9,A26
2008,6,18,10,A27
2008,6,18,11,A41
2008,6,18,12,B11
2008,6,18,1,B10
2008,6,18,1,A31
2008,6,18,2,A26
2008,6,18,3,A41
2008,6,18,1,B6
2008,6,18,2,B11
2008,6,18,3,B12
2008,6,18,4,B17
2008,6,18,5,B19
2008,6,18,6,B27
2008,6,18,7,B33
2008,6,18,8,B31
2008,6,18,1,A3
2008,6,18,1,A1
2008,6,18,2,A36
2008,6,18,3,A32
2008,6,18,4,P2
2008,6,18,1,A16
2008,6,18,1,B10
2008,6,18,2,B4
2008,6,18,3,B2
2008,6,18,4,B17
2008,6,18,5,B1
2008,6,18,6,B15
2008,6,18,7,A4
2008,6,18,1,A4
2008,6,18,2,A16
2008,6,18,3,A11
2008,6,18,4,P5
2008,6,18,5,P16
2008,6,18,6,P9
2008,6,18,7,B4
2008,6,18,8,B1
2008,6,18,9,B9
2008,6,18,10,B12
2008,6,18,11,B14
2008,6,18,12,C5
2008,6,18,1,B11
2008,6,18,1,C13
2008,6,18,1,C59
2008,6,18,2,C55
2008,6,18,3,C44
2008,6,18,4,C54
2008,6,18,5,C38
2008,6,18,6,C47
2008,6,18,7,P15
2008,6,18,8,P42
2008,6,18,9,P41
2008,6,18,10,P48
2008,6,18,11,P34
2008,6,18,12,P77
2008,6,18,13,P78
2008,6,18,14,C54
2008,6,18,1,C17
2008,6,18,1,B30
2008,6,18,2,B30
2008,6,18,3,B31
2008,6,18,4,B24
2008,6,18,5,C12
2008,6,18,6,C35
2008,6,18,7,A26
2008,6,18,8,P18
2008,6,18,1,A14
2008,6,18,2,A4
2008,6,18,3,A27
2008,6,18,4,A26
2008,6,18,5,A31
2008,6,18,6,A42
2008,6,18,1,A28
2008,6,18,2,A31
2008,6,18,3,C30
2008,6,18,1,C17
2008,6,18,1,A2
2008,6,18,2,A11
2008,6,18,3,C40
2008,6,18,4,C40
2008,6,18,5,P4
2008,6,18,6,P4
2008,6,18,1,B16
2008,6,18,2,B3
2008,6,18,3,B16
2008,6,18,4,B32
2008,6,18,5,B24
2008,6,18,6,C19
2008,6,18,7,C41
2008,6,18,8,C54
2008,6,18,9,A29
2008,6,18,10,A23
2008,6,18,11,A42
2008,6,18,1,B8
2008,6,18,2,B13
2008,6,18,1,B4
2008,6,18,1,P49
2008,6,18,1,A2
2008,6,18,2,A15
2008,6,18,3,A12
2008,6,18,4,A10
2008,6,18,5,C49
2008,6,18,6,C53
2008,6,18,7,C42
2008,6,18,8,B10
2008,6,18,9,B13
2008,6,18,10,B15
2008,6,18,11,B16
2008,6,18,12,B11
2008,6,18,13,B5
2008,6,18,1,P1
2008,6,18,2,P2
2008,6,18,1,P16
2008,6,18,2,B8
2008,6,18,1,P16
2008,6,18,2,P16
2008,6,18,3,P16
2008,6,18,4,P16
2008,6,18,5,P16
2008,6,18,6,P16
2008,6,18,7,P16
2008,6,18,8,P16
2008,6,18,9,P16
2008,6,18,10,B23
2008,6,18,1,A2
2008,6,18,2,P1
2008,6,18,3,P72
2008,6,18,4,B4
2008,6,18,5,B2
2008,6,18,6,C4
2008,6,18,1,A10
2008,6,18,1,C17
2008,6,18,2,C1
2008,6,18,3,C30
2008,6,18,4,C35
2008,6,18,5,C49
2008,6,18,6,C54
2008,6,18,7,C57
2008,6,18,8,P2
2008,6,18,9,P2
2008,6,18,10,P15
2008,6,18,1,A4
2008,6,18,2,A2
2008,6,18,1,C8
2008,6,18,2,C1
2008,6,18,3,C2
2008,6,18,4,C3
2008,6,18,5,C4
2008,6,18,6,C5
2008,6,18,7,C6
2008,6,18,8,C7
2008,6,18,9,C9
2008,6,18,10,C10
2008,6,18,11,C11
2008,6,18,12,C12
2008,6,18,13,C13
2008,6,18,14,C14
2008,6,18,15,C13
2008,6,18,16,C15
2008,6,18,17,C16
2008,6,18,18,C17
2008,6,18,19,C18
2008,6,18,20,C16
2008,6,18,1,A15
2008,6,18,2,A3
2008,6,18,3,A9
2008,6,18,4,A31
2008,6,18,5,A27
2008,6,18,6,P2
2008,6,18,1,A10
2008,6,18,2,A10
2008,6,18,3,A16
2008,6,18,4,A3
2008,6,18,5,A9
2008,6,18,6,A21
2008,6,18,7,A22
2008,6,18,8,C15
2008,6,18,9,C41
2008,6,18,10,C55
2008,6,18,11,A8
2008,6,18,12,A16
2008,6,18,13,A21
2008,6,18,14,A22
2008,6,18,15,A32
2008,6,18,16,A34
2008,6,18,17,A33
2008,6,18,1,A6
2008,6,18,2,C4
2008,6,18,3,C5
2008,6,18,4,C56
2008,6,18,5,P43
2008,6,18,6,P38
2008,6,18,7,P41
2008,6,18,8,P74
2008,6,18,9,C27
2008,6,18,10,C44
2008,6,18,11,C40
2008,6,18,12,B17
2008,6,18,13,A27
2008,6,18,1,A17
2008,6,18,2,A12
2008,6,18,3,A15
2008,6,18,4,A9
2008,6,18,5,A8
2008,6,18,6,A7
2008,6,18,7,A6
2008,6,18,8,A5
2008,6,18,9,A4
2008,6,18,10,A2
2008,6,18,11,A1
2008,6,18,1,B2
2008,6,18,2,A8
2008,6,18,3,C5
2008,6,18,4,B5
2008,6,18,5,A2
2008,6,18,6,C2
2008,6,18,1,A17
2008,6,18,2,A17
2008,6,18,3,B27
2008,6,18,4,B22
2008,6,18,5,B34
2008,6,18,6,B6
2008,6,18,7,C33
2008,6,18,8,C26
2008,6,18,9,C26
2008,6,18,10,C30
2008,6,18,11,C21
2008,6,18,12,C33
2008,6,18,13,C44
2008,6,18,14,C49
2008,6,18,15,C48
2008,6,18,16,C42
2008,6,18,17,C42
2008,6,18,18,C50
2008,6,18,19,C11
2008,6,18,20,C59
2008,6,18,21,C57
2008,6,18,22,C17
2008,6,18,23,C4
2008,6,18,24,C25
2008,6,18,25,C25
2008,6,18,26,C24
2008,6,18,27,C26
2008,6,18,28,C21
2008,6,18,29,C9
2008,6,18,30,A17
2008,6,18,31,B9
2008,6,18,32,B9
2008,6,18,33,B3
2008,6,18,34,B34
2008,6,18,35,C33
2008,6,18,1,A1
2008,6,18,2,A2
2008,6,18,1,A4
2008,6,18,2,A5
2008,6,18,1,A29
2008,6,18,2,A26
2008,6,18,3,A18
2008,6,18,4,A22
2008,6,18,5,A41
2008,6,18,6,A42
2008,6,18,7,B14
2008,6,18,1,A4
2008,6,18,2,A20
2008,6,18,1,B4
2008,6,18,2,B13
2008,6,18,3,B19
2008,6,18,4,B24
2008,6,18,5,B30
2008,6,18,6,B32
2008,6,18,7,C9
2008,6,18,8,C13
2008,6,18,9,C19
2008,6,18,10,C31
2008,6,18,11,C42
2008,6,18,12,C50
2008,6,18,13,C57
2008,6,18,14,C59
2008,6,18,15,P63
2008,6,18,16,P74
2008,6,18,17,P82
2008,6,18,1,A1
2008,6,18,2,A17
2008,6,18,1,A1
2008,6,18,2,P9
2008,6,18,1,B1
2008,6,18,2,B4
2008,6,18,3,B4
2008,6,18,4,B7
2008,6,18,5,B7
2008,6,18,6,B15
2008,6,18,1,C11
2008,6,18,1,P7
2008,6,18,2,A4
2008,6,18,3,A1
2008,6,18,1,B10
2008,6,18,2,B10
2008,6,18,3,B11
2008,6,18,4,B14
2008,6,18,5,B9
2008,6,18,6,C19
2008,6,18,7,C36
2008,6,18,8,C44
2008,6,18,9,C19
2008,6,18,1,C26
2008,6,18,2,P47
2008,6,18,3,P49
2008,6,18,1,P14
2008,6,18,2,P40
2008,6,18,3,P33
2008,6,18,4,P34
2008,6,18,1,P1
2008,6,18,1,C31
2008,6,18,2,A26
2008,6,18,3,A29
2008,6,18,4,A41
2008,6,18,5,P1
2008,6,18,6,P34
2008,6,18,7,P78
2008,6,18,1,C5
2008,6,18,2,C18
2008,6,18,3,P1
2008,6,18,4,P12
2008,6,18,5,P17
2008,6,18,6,C37
2008,6,18,7,C38
2008,6,18,1,C11
2008,6,18,2,C34
2008,6,18,3,B23
2008,6,18,4,B23
2008,6,18,1,A1
2008,6,18,1,A12
2008,6,18,1,A17
2008,6,18,2,C14
2008,6,18,3,C46
2008,6,18,4,C57
2008,6,18,5,C56
2008,6,18,6,C44
2008,6,18,7,P39
2008,6,18,8,P49
2008,6,18,9,P57
2008,6,18,10,P60
2008,6,18,11,P61
2008,6,18,12,P80
2008,6,18,13,P75
2008,6,18,14,P73
2008,6,18,15,B14
2008,6,18,16,B31
2008,6,18,1,B21
2008,6,18,2,B27
2008,6,18,3,B32
2008,6,18,4,B31
2008,6,18,1,A1
2008,6,18,1,C8
2008,6,18,1,B13
2008,6,18,2,B24
2008,6,18,1,B4
2008,6,18,1,B10
2008,6,18,1,A29
2008,6,18,1,B15
2008,6,18,2,B10
2008,6,18,3,B17
2008,6,18,4,B27
2008,6,18,5,B27
2008,6,18,6,B23
2008,6,18,7,B25
2008,6,18,8,C14
2008,6,18,9,C18
2008,6,18,10,C18
2008,6,18,1,A4
2008,6,18,2,B19
2008,6,18,3,B24
2008,6,18,4,B30
2008,6,18,1,P4
2008,6,18,2,P33
2008,6,18,3,A12
2008,6,18,4,A17
2008,6,18,5,B17
2008,6,18,6,B16
2008,6,18,7,B12
2008,6,18,8,B10
2008,6,18,9,B13
2008,6,18,10,C2
2008,6,18,11,C4
2008,6,18,12,C6
2008,6,18,13,C14
2008,6,18,14,C18
2008,6,18,15,C30
2008,6,18,16,C51
2008,6,18,17,C49
2008,6,18,1,A13
2008,6,18,2,A17
2008,6,18,3,A11
2008,6,18,4,B17
2008,6,18,5,B4
2008,6,18,6,B4
2008,6,18,7,B2
2008,6,18,8,C14
2008,6,18,9,C26
2008,6,18,10,C33
2008,6,18,11,C56
2008,6,18,12,P10
2008,6,18,13,P14
2008,6,18,14,P18
2008,6,19,1,A28
2008,6,19,2,A25
2008,6,19,3,B4
2008,6,19,4,B16
2008,6,19,5,C2
2008,6,19,6,C49
2008,6,19,7,A9
2008,6,19,8,A12
2008,6,19,1,A20
2008,6,19,2,A21
2008,6,19,3,A22
2008,6,19,4,A26
2008,6,19,5,A26
2008,6,19,6,A32
2008,6,19,7,A37
2008,6,19,8,A13
2008,6,19,9,A11
2008,6,19,10,A12
2008,6,19,11,B1
2008,6,19,12,B10
2008,6,19,13,B15
2008,6,19,14,B9
2008,6,19,15,B16
2008,6,19,16,B17
2008,6,19,17,B19
2008,6,19,18,B24
2008,6,19,19,B25
2008,6,19,20,B27
2008,6,19,21,B31
2008,6,19,22,B32
2008,6,19,23,B30
2008,6,19,24,B30
2008,6,19,1,C15
2008,6,19,2,B4
2008,6,19,3,C5
2008,6,19,4,B4
2008,6,19,1,P5
2008,6,19,1,A11
2008,6,19,2,A16
2008,6,19,1,C9
2008,6,19,2,P9
2008,6,19,3,P9
2008,6,19,1,C1
2008,6,19,2,C8
2008,6,19,3,C14
2008,6,19,4,C17
2008,6,19,5,C18
2008,6,19,1,A7
2008,6,19,1,P18
2008,6,19,2,P23
2008,6,19,3,P59
2008,6,19,1,B3
2008,6,19,2,A1
2008,6,19,3,A4
2008,6,19,4,A17
2008,6,19,5,B17
2008,6,19,6,B3
2008,6,19,7,C11
2008,6,19,8,C4
2008,6,19,9,C17
2008,6,19,10,C13
2008,6,19,11,C14
2008,6,19,1,A11
2008,6,19,2,A14
2008,6,19,3,A6
2008,6,19,4,A14
2008,6,19,5,A10
2008,6,19,6,A12
2008,6,19,7,B10
2008,6,19,8,B13
2008,6,19,9,B12
2008,6,19,10,B11
2008,6,19,11,P1
2008,6,19,12,P14
2008,6,19,1,A37
2008,6,19,2,P1
2008,6,19,3,P14
2008,6,19,4,P36
2008,6,19,5,P23
2008,6,19,6,P43
2008,6,19,7,P57
2008,6,19,1,A12
2008,6,19,2,A20
2008,6,19,3,A41
2008,6,19,4,A28
2008,6,19,5,A31
2008,6,19,6,C5
2008,6,19,7,C9
2008,6,19,8,C7
2008,6,19,9,C26
2008,6,19,10,C36
2008,6,19,11,C34
2008,6,19,12,C33
2008,6,19,13,C37
2008,6,19,14,C51
2008,6,19,15,C41
2008,6,19,16,C59
2008,6,19,17,C54
2008,6,19,18,C41
2008,6,19,19,P12
2008,6,19,20,P48
2008,6,19,21,P49
2008,6,19,22,P51
2008,6,19,23,P61
2008,6,19,24,P80
2008,6,19,25,B3
2008,6,19,26,P4
2008,6,19,27,P10
2008,6,19,28,P15
2008,6,19,29,P50
2008,6,19,30,P49
2008,6,19,31,P42
2008,6,19,32,P72
2008,6,19,33,P76
2008,6,19,34,B4
2008,6,19,35,B3
2008,6,19,36,A13
2008,6,19,37,A11
2008,6,19,38,A1
2008,6,19,39,A23
2008,6,19,40,A19
2008,6,19,41,A29
2008,6,19,42,A21
2008,6,19,43,C36
2008,6,19,1,A3
2008,6,19,2,A33
2008,6,19,3,A21
2008,6,19,4,A37
2008,6,19,5,A12
2008,6,19,6,A5
2008,6,19,7,A6
2008,6,19,8,A8
2008,6,19,1,C11
2008,6,19,2,B13
2008,6,19,3,B13
2008,6,19,4,C23
2008,6,19,5,C33
2008,6,19,6,C24
2008,6,19,7,C54
2008,6,19,8,C53
2008,6,19,9,C45
2008,6,19,10,C55
2008,6,19,11,C57
2008,6,19,12,C59
2008,6,19,13,P15
2008,6,19,14,B34
2008,6,19,15,A2
2008,6,19,1,B34
2008,6,19,1,B16
2008,6,19,2,B15
2008,6,19,3,B1
2008,6,19,4,B4
2008,6,19,1,B1
2008,6,19,2,B1
2008,6,19,3,B10
2008,6,19,4,B10
2008,6,19,5,B12
2008,6,19,6,B12
2008,6,19,7,B15
2008,6,19,8,B17
2008,6,19,9,P16
2008,6,19,10,P15
2008,6,19,11,P14
2008,6,19,12,P33
2008,6,19,13,P34
2008,6,19,14,P49
2008,6,19,15,B4
2008,6,19,1,A4
2008,6,19,2,A4
2008,6,19,3,A15
2008,6,19,4,A31
2008,6,19,5,A30
2008,6,19,6,A37
2008,6,19,7,B17
2008,6,19,8,B10
2008,6,19,1,A29
2008,6,19,2,B24
2008,6,19,3,B19
2008,6,19,1,A33
2008,6,19,2,C10
2008,6,19,1,A2
2008,6,19,2,A10
2008,6,19,3,A8
2008,6,19,4,A9
2008,6,19,5,A3
2008,6,19,6,A5
2008,6,19,7,A6
2008,6,19,8,A11
2008,6,19,9,C56
2008,6,19,10,C58
2008,6,19,11,P1
2008,6,19,12,P3
2008,6,19,13,P7
2008,6,19,14,P11
2008,6,19,15,P26
2008,6,19,16,P62
2008,6,19,17,P61
2008,6,19,18,P72
2008,6,19,19,P71
2008,6,19,20,P81
2008,6,19,21,P78
2008,6,19,22,P82
2008,6,19,1,B13
2008,6,19,1,A23
2008,6,19,2,A36
2008,6,19,3,A28
2008,6,19,4,A31
2008,6,19,5,A25
2008,6,19,6,A36
2008,6,19,7,A23
2008,6,19,8,A41
2008,6,19,9,A20
2008,6,19,10,A41
2008,6,19,11,A29
2008,6,19,12,A25
2008,6,19,13,A4
2008,6,19,14,A41
2008,6,19,1,A35
2008,6,19,2,B25
2008,6,19,3,P6
2008,6,19,4,P60
2008,6,19,1,C5
2008,6,19,1,P6
2008,6,19,2,P17
2008,6,19,1,B20
2008,6,19,1,B3
2008,6,19,2,B3
2008,6,19,3,B3
2008,6,19,1,B1
2008,6,19,2,B4
2008,6,19,3,B9
2008,6,19,4,P46
2008,6,19,5,P58
2008,6,19,1,P12
2008,6,19,2,P14
2008,6,19,3,P15
2008,6,19,1,B12
2008,6,19,2,B4
2008,6,19,3,B11
2008,6,19,4,B17
2008,6,19,5,B5
2008,6,19,1,A13
2008,6,19,2,A16
2008,6,19,1,A10
2008,6,19,1,B4
2008,6,19,2,B30
2008,6,19,3,B24
2008,6,19,4,B26
2008,6,19,5,B16
2008,6,19,1,A2
2008,6,19,1,A21
2008,6,19,2,C55
2008,6,19,3,C51
2008,6,19,4,C49
2008,6,19,5,C40
2008,6,19,6,C6
2008,6,19,7,C12
2008,6,19,1,A1
2008,6,19,2,A4
2008,6,19,3,A8
2008,6,19,4,A15
2008,6,19,5,B10
2008,6,19,6,B10
2008,6,19,7,B11
2008,6,19,8,B11
2008,6,19,9,B13
2008,6,19,10,B16
2008,6,19,11,C2
2008,6,19,12,C5
2008,6,19,13,C7
2008,6,19,14,C9
2008,6,19,15,C9
2008,6,19,16,C17
2008,6,19,17,C21
2008,6,19,18,C21
2008,6,19,19,C24
2008,6,19,20,C26
2008,6,19,21,C26
2008,6,19,22,C45
2008,6,19,23,C57
2008,6,19,24,C59
2008,6,19,25,C59
2008,6,19,26,C55
2008,6,19,27,C55
2008,6,19,1,C5
2008,6,19,2,P63
2008,6,19,3,C3
2008,6,19,4,C6
2008,6,19,5,C22
2008,6,19,6,C27
2008,6,19,7,C41
2008,6,19,8,C45
2008,6,19,9,C53
2008,6,19,10,C53
2008,6,19,11,C58
2008,6,19,1,B23
2008,6,19,1,A18
2008,6,19,2,A17
2008,6,19,3,A20
2008,6,19,1,A11
2008,6,19,2,A14
2008,6,19,1,A2
2008,6,19,2,C1
2008,6,19,3,C21
2008,6,19,4,C33
2008,6,19,5,C44
2008,6,19,6,B23
2008,6,19,1,B13
2008,6,19,2,B32
2008,6,19,1,A8
2008,6,19,2,A30
2008,6,19,1,A2
2008,6,19,2,A1
2008,6,19,3,A3
2008,6,19,4,A4
2008,6,19,5,A6
2008,6,19,6,A7
2008,6,19,7,A8
2008,6,19,8,A9
2008,6,19,9,A8
2008,6,19,10,A10
2008,6,19,11,A9
2008,6,19,12,A12
2008,6,19,13,A10
2008,6,19,14,P1
2008,6,19,15,P2
2008,6,19,16,P3
2008,6,19,17,P7
2008,6,19,18,P8
2008,6,19,19,P1
2008,6,19,20,A10
2008,6,19,21,A12
2008,6,19,22,A9
2008,6,19,23,A5
2008,6,19,24,P1
2008,6,19,25,A2
2008,6,19,26,A8
2008,6,19,27,A11
2008,6,19,28,A4
2008,6,19,29,A6
2008,6,19,30,P1
2008,6,19,31,P1
2008,6,19,32,P1
2008,6,19,33,A9
2008,6,19,34,A10
2008,6,19,35,A5
2008,6,19,1,A11
2008,6,19,2,A31
2008,6,19,3,A42
2008,6,19,4,B12
2008,6,19,1,C12
2008,6,19,2,C13
2008,6,19,3,C14
2008,6,19,4,C5
2008,6,19,5,C7
2008,6,19,6,C11
2008,6,19,7,C10
2008,6,19,1,A18
2008,6,19,1,A2
2008,6,19,1,A1
2008,6,19,2,A8
2008,6,19,3,A1
2008,6,19,1,B30
2008,6,19,1,A1
2008,6,19,2,A2
2008,6,19,3,C8
2008,6,19,4,C26
2008,6,19,5,C36
2008,6,19,6,C44
2008,6,19,7,C56
2008,6,19,1,B4
2008,6,19,1,A17
2008,6,19,2,A7
2008,6,19,1,B21
2008,6,19,2,A12
2008,6,19,3,C56
2008,6,19,4,P15
2008,6,19,5,P21
2008,6,19,6,P81
2008,6,19,1,P1
2008,6,19,2,C25
2008,6,19,3,C40
2008,6,19,4,C38
2008,6,19,1,A5
2008,6,19,2,C13
2008,6,19,1,B31
2008,6,19,2,B21
2008,6,19,3,B23
2008,6,19,1,A1
2008,6,19,2,A7
2008,6,19,3,A3
2008,6,19,4,A9
2008,6,19,5,A12
2008,6,19,6,A12
2008,6,19,7,C29
2008,6,19,8,C30
2008,6,19,9,C38
2008,6,19,10,C50
2008,6,19,11,P6
2008,6,19,12,P12
2008,6,19,13,P15
2008,6,19,14,P48
2008,6,19,15,P78
2008,6,19,1,B16
2008,6,19,2,B26
2008,6,19,3,B24
2008,6,19,4,B32
2008,6,19,5,B32
2008,6,19,1,C7
2008,6,19,2,C13
2008,6,19,3,C22
2008,6,19,4,C24
2008,6,19,5,C34
2008,6,19,6,C53
2008,6,19,7,C54
2008,6,19,1,B23
2008,6,19,2,C33
2008,6,19,3,C30
2008,6,19,4,C40
2008,6,19,5,A15
2008,6,19,6,A25
2008,6,19,7,P20
2008,6,19,1,A5
2008,6,19,2,A3
2008,6,19,3,A8
2008,6,19,4,A32
2008,6,19,5,A9
2008,6,19,1,A2
2008,6,19,2,A3
2008,6,19,3,A10
2008,6,19,4,A9
2008,6,19,5,A8
2008,6,19,6,A7
2008,6,19,7,A12
2008,6,19,8,A11
2008,6,19,9,A22
2008,6,19,10,A2
2008,6,19,11,A9
2008,6,19,1,B12
2008,6,19,2,B5
2008,6,19,3,B3
2008,6,19,4,B1
2008,6,19,5,B11
2008,6,19,6,B10
2008,6,19,1,A1
2008,6,19,2,A2
2008,6,19,3,A3
2008,6,19,4,A4
2008,6,19,5,A5
2008,6,19,6,A8
2008,6,19,7,A7
2008,6,19,8,A9
2008,6,19,9,A13
2008,6,19,10,A14
2008,6,19,11,A15
2008,6,19,12,A16
2008,6,19,13,A33
2008,6,19,14,A21
2008,6,19,15,C17
2008,6,19,16,C31
2008,6,19,17,C36
2008,6,19,18,C27
2008,6,19,19,C23
2008,6,19,20,C30
2008,6,19,21,C38
2008,6,19,22,C41
2008,6,19,23,C54
2008,6,19,24,C56
2008,6,19,25,C57
2008,6,19,26,C56
2008,6,19,27,A30
2008,6,19,28,A38
2008,6,19,29,A37
2008,6,19,30,A21
2008,6,19,1,C5
2008,6,19,1,P81
2008,6,19,2,C7
2008,6,19,3,A20
2008,6,19,4,A20
2008,6,19,5,A18
2008,6,19,6,A19
2008,6,19,7,C51
2008,6,19,8,C51
2008,6,19,9,A19
2008,6,19,10,A18
2008,6,19,11,A20
2008,6,19,12,A20
2008,6,19,13,C7
2008,6,19,1,C25
2008,6,19,1,C1
2008,6,19,2,C4
2008,6,19,3,C5
2008,6,19,4,C6
2008,6,19,5,C7
2008,6,19,6,C8
2008,6,19,7,C9
2008,6,19,8,C10
2008,6,19,9,C12
2008,6,19,10,C13
2008,6,19,11,C14
2008,6,19,12,C16
2008,6,19,13,C17
2008,6,19,14,C18
2008,6,19,15,P1
2008,6,19,16,P2
2008,6,19,17,P6
2008,6,19,18,P8
2008,6,19,19,P15
2008,6,19,20,P16
2008,6,19,21,P17
2008,6,19,1,A9
2008,6,19,2,A11
2008,6,19,3,A3
2008,6,19,1,A11
2008,6,19,2,P61
2008,6,19,3,A6
2008,6,19,4,A10
2008,6,19,1,C17
2008,6,19,2,C28
2008,6,19,1,B17
2008,6,19,2,B26
2008,6,19,1,A12
2008,6,19,1,B7
2008,6,19,1,A24
2008,6,19,2,B32
2008,6,19,3,B24
2008,6,19,4,B32
2008,6,19,5,A24
2008,6,19,6,B32
2008,6,19,7,A35
2008,6,19,8,A4
2008,6,19,1,A27
2008,6,19,2,A26
2008,6,19,3,A29
2008,6,19,4,A42
2008,6,19,5,P5
2008,6,19,6,P6
2008,6,19,7,P33
2008,6,19,8,P36
2008,6,19,1,B1
2008,6,19,1,P10
2008,6,19,2,P6
2008,6,19,3,P18
2008,6,19,1,A14
2008,6,19,2,A7
2008,6,19,1,B8
2008,6,19,2,B4
2008,6,19,3,A18
2008,6,19,4,A3
2008,6,19,5,P2
2008,6,19,1,A22
2008,6,19,2,A35
2008,6,19,3,A41
2008,6,19,4,B2
2008,6,19,5,B23
2008,6,19,6,B33
2008,6,19,7,P2
2008,6,19,8,P33
2008,6,19,9,P35
2008,6,19,1,A28
2008,6,19,2,A31
2008,6,19,3,A25
2008,6,19,4,A41
2008,6,19,1,A11
2008,6,19,2,A2
2008,6,19,3,A21
2008,6,19,4,C5
2008,6,19,5,C6
2008,6,19,6,C49
2008,6,19,7,C50
2008,6,19,8,C16
2008,6,19,9,C9
2008,6,19,10,P76
2008,6,19,11,P77
2008,6,19,12,P50
2008,6,19,13,P73
2008,6,19,14,P72
2008,6,19,15,P50
2008,6,19,16,C36
2008,6,19,17,C37
2008,6,19,18,C48
2008,6,19,19,A11
2008,6,19,20,C38
2008,6,19,21,A11
2008,6,19,1,B19
2008,6,19,1,C7
2008,6,19,2,C15
2008,6,19,3,B4
2008,6,19,4,B10
2008,6,19,5,B25
2008,6,19,6,B26
2008,6,19,1,P60
2008,6,19,2,C17
2008,6,19,1,A31
2008,6,19,2,A33
2008,6,19,3,A30
2008,6,19,4,A4
2008,6,19,5,A13
2008,6,19,6,A31
2008,6,19,7,A28
2008,6,19,1,A1
2008,6,19,2,A7
2008,6,19,3,A5
2008,6,19,4,A6
2008,6,19,5,A11
2008,6,19,6,A8
2008,6,19,7,P7
2008,6,19,8,P14
2008,6,19,9,P2
2008,6,19,10,P1
2008,6,19,1,B15
2008,6,19,1,B4
2008,6,19,2,B3
2008,6,19,3,C16
2008,6,19,1,A18
2008,6,19,2,A17
2008,6,19,1,A2
2008,6,19,2,A5
2008,6,19,3,C5
2008,6,19,4,B4
2008,6,19,1,B7
2008,6,19,2,B12
2008,6,19,3,B11
2008,6,19,4,B13
2008,6,19,5,B21
2008,6,19,6,B24
2008,6,19,7,P60
2008,6,19,8,P12
2008,6,19,1,P7
2008,6,19,2,C33
2008,6,19,3,A7
2008,6,19,1,A7
2008,6,19,2,A16
2008,6,19,3,A18
2008,6,19,4,C9
2008,6,19,5,P80
2008,6,19,6,P82
2008,6,19,1,B15
